"","geoid","longname","birthrate","br15to19","br20to34","br35to50","lessthanhs","highschool","somecollege","associates","bachelors","postbach","incomeless20k","income20to35k","income35to50k","income50to75k","income75to100k","income100to150k","income150to200k","incomeover200k","families","marriedfam","singleparfam","detachedhome","attachedhome","mobilehome","mischome","houseless50k","house50to100k","house100to250k","house250to500k","house500to1mill","houseover1mill","english","spanish","europeanlang","asianlang","otherlang","single","married","separated","othermstat","widowed","divorced","ownhouse","europepob","asiapob","africapob","oceaniapob","caribbeanpob","centamerpob","southamerpob","nonusnorthamerpob","popunder18","pop20s","pop30s","pop40s","pop50to64","popover65","white","black","native","asian","pacificisl","otherrace","latinx","povrate","singlecar","carpool","publictransit","bike","walk","othertransport","workfromhome"
"11","14000US18097310305","Census Tract 3103.05, Marion, IN",3.44332855093257,0,3.44332855093257,0,11.546499477534,30.0156739811912,21.9174503657262,7.5496342737722,20.9247648902821,5.43364681295716,22.8327228327228,20.1465201465201,16.6463166463166,13.2275132275132,13.0647130647131,11.029711029711,3.05250305250305,0,76.467839900327,37.4085033483881,39.0593365519389,33.1694402420575,7.5642965204236,0,0,3.23275862068966,25.1077586206897,66.0560344827586,6.14224137931034,1.29310344827586,0,83.5172183216316,10.9495152123036,2.05616850551655,2.44065529923103,1.03644266131729,46.7382657120127,64.5186953062848,2.28719172633254,3.36117740652347,2.62529832935561,18.3770883054893,48.4192493381093,0,32.0967741935484,10.9677419354839,0,9.35483870967742,44.3548387096774,3.2258064516129,0,24.8870892384364,23.1895343404454,15.2468462856253,13.2689612209936,14.9509422208379,8.45662669366142,16.5706276280953,57.7012926335462,0,4.40741317551783,0,1.46394642579038,12.1009188599907,14.7640554430774,82.7757125154895,8.67410161090458,4.05824039653036,0,1.05328376703841,1.98265179677819,1.45600991325898
"12","14000US18097310306","Census Tract 3103.06, Marion, IN",4.45492662473795,0,4.45492662473795,0,25.0483558994197,32.6241134751773,17.1179883945841,7.93036750483559,12.3468729851709,4.51321727917473,31.7905563347359,26.2739597942964,7.80738662926601,17.531556802244,13.3239831697055,3.27255726975222,0,0,86.2248811167357,35.4809019788311,50.7439791379046,39.1429748660898,15.0803461063041,0,0,8.12379110251451,71.7601547388781,22.6305609284333,0,0,0,63.7925111645483,25.0257643421505,3.00583991755411,2.61078667124699,5.56509790450017,56.2182460790811,65.7388999337309,5.87585597525955,2.71703114645461,1.5462778882262,9.36602606582726,21.7518024236846,0,15.4855643044619,18.6351706036745,0,3.34645669291339,62.5328083989501,0,0,37.2473974280465,19.8867115737906,14.0691977954685,11.6350275566442,11.6197183098592,5.54194733619106,8.40477648499694,60.6552357624005,0,3.07715860379669,0,1.34721371708512,25.3061849357012,32.5806451612903,59.7488921713442,22.6366322008863,8.97341211225997,0,3.36041358936484,4.06203840472674,1.21861152141802
"13","14000US18097310308","Census Tract 3103.08, Marion, IN",7.35970561177553,0,7.35970561177553,0,9.34306569343066,20.9732360097324,23.2603406326034,6.08272506082725,24.2822384428224,11.5815085158151,13.3928571428571,18.3928571428571,12.5,16.9642857142857,14.0178571428571,18.3928571428571,4.64285714285714,1.69642857142857,80.0056721497448,36.2733976176971,43.7322745320476,71.0628394103957,0,0,0,4.35374149659864,6.93877551020408,86.8027210884354,2.44897959183673,0,0,79.6498905908096,13.5042200687715,6.6270709596749,0.218818380743982,0,45.9034792368126,80.5836139169472,5.91096146651702,3.81593714927048,3.62888140665918,10.1758323980546,63.9251276233693,7.2753209700428,4.13694721825963,23.8231098430813,0,28.5306704707561,29.5292439372325,6.70470756062767,0,28.7010777084515,21.9795802609189,11.9398752127056,18.3494044242768,11.1457742484402,7.88428814520703,20.0794100964265,54.0272263187748,0.170164492342598,2.09869540555871,0,0,16.6761202495746,15.863277826468,81.8503241013553,6.89451974071892,0,0,6.36417206835592,0,4.89098408956983
"14","14000US18097310309","Census Tract 3103.09, Marion, IN",7.70519262981574,0,7.70519262981575,0,12.1838111298482,28.4148397976391,23.8617200674536,14.0387858347386,11.4671163575042,5.86003372681282,17.3052362707535,22.477650063857,24.8403575989783,17.7522349936143,15.0702426564496,2.23499361430396,0.319284802043423,0,78.0067895247333,31.3045586808923,46.7022308438409,28.3256880733945,7.62614678899083,0,0,7.73480662983425,32.0441988950276,62.707182320442,0,0,0,76.4689730917079,12.3009335529929,0,0.933552992861065,10.2965403624382,57.4140752864157,51.5220949263502,1.60392798690671,2.88052373158756,2.19312602291326,14.6317512274959,20.2473326867119,2.95420974889217,5.90841949778434,51.8463810930576,0,1.62481536189069,37.6661742983752,0,0,33.7051406401552,22.0174587778855,13.6760426770126,11.9544131910766,12.6333656644035,6.01357904946654,14.6944713870029,71.0960232783705,0,0.50921435499515,0,0.315227934044617,11.7604267701261,11.1784675072745,81.4475492441594,11.1772789738891,1.78653229500687,1.19102153000458,1.28263857077416,0.412276683463124,2.7027027027027
"15","14000US18097310310","Census Tract 3103.10, Marion, IN",7.36636245110821,0,7.36636245110821,0,10.236475542598,27.5348234531908,16.1645610625202,10.3984450923226,24.7813411078717,8.29284094590217,7.56997455470738,12.8498727735369,12.1501272264631,26.2722646310433,18.3842239185751,16.7302798982188,5.08905852417303,0.954198473282443,86.8526696105982,57.1657968687274,29.6868727418707,81.5789473684211,4.71236230110159,0,0,1.27118644067797,8.30508474576271,88.2203389830509,0.76271186440678,1.44067796610169,0,82.6142949130715,13.3719682335265,1.95320884309938,1.3092938398798,0.751234170422837,42.9110105580694,84.3137254901961,2.21216691804927,1.08094519859226,2.03619909502262,12.89592760181,75.612203934163,1.3745704467354,11.1683848797251,36.0824742268041,0,10.8247422680412,37.4570446735395,3.09278350515464,0,27.5792854275391,17.2219991971096,14.8334002408671,15.4355680449619,18.3661180248896,6.56362906463268,26.6559614612605,55.7005218787636,0.200722601364914,1.56563629064633,0,0,13.1473303894018,5.3592934564432,89.3262679788039,5.56396669190008,1.77895533686601,0,0,2.0439061317184,1.28690386071158
"16","14000US18097310311","Census Tract 3103.11, Marion, IN",6.23276337562052,0,5.40540540540541,0.827357970215113,8.04780876494024,21.460823373174,22.4169986719788,12.8552456839309,24.6480743691899,12.6693227091633,2.59599783666847,7.08491076257436,15.9545700378583,30.7733910221742,17.3066522444565,13.8994050838291,8.5992428339643,3.78583017847485,89.7063844315466,58.5011949470809,31.2051894844657,97.8421052631579,1.84210526315789,0,0,2.10403272939801,12.5657510227937,81.8234950321449,3.50672121566335,0,0,84.1648590021692,8.82140274765004,4.32031814895155,0.27114967462039,2.42227042660882,41.8323249783924,89.2394122731201,1.6637856525497,2.74416594641314,3.88936905790838,9.65859982713915,89.0064868555821,2.36363636363636,27.2727272727273,40,0,3.63636363636364,23.0909090909091,3.63636363636364,0,27.3251866938221,14.867617107943,16.4969450101833,12.1520706042091,19.5858791581806,9.57230142566191,24.2871690427699,60.7433808553971,0,2.46096401900883,0,0,10.3190767141887,4.714091218516,88.5818908122503,5.65912117177097,0.033288948069241,0,1.06524633821571,1.19840213049268,3.46205059920106
"17","14000US18097310312","Census Tract 3103.12, Marion, IN",8.1067472306143,0,8.1067472306143,0,11.6658044490429,30.3931712364201,24.159337816865,4.70770822555613,16.0372478013451,8.94981893429902,21.2835093419984,19.0495532087734,20.7961007311129,10.1543460601137,10.1949634443542,11.5353371242892,6.13322502030869,0.852965069049553,81.2801744276592,40.8191870425167,40.4609873851425,23.6932599724897,23.2806052269601,0,0,4.89021956087824,62.874251497006,33.1337325349301,0,3.99201596806387,0,74.1168240643582,19.3774046869535,1.13676110528157,0.891920251836306,4.47708989157048,40.5624201107797,72.6459309757137,2.62036642522369,0.553898593949723,10.3323391563698,12.7822752449936,39.744588070394,1.47401086113266,3.95655546935609,24.7478665632273,0,12.8006206361521,57.0209464701319,0,0,27.5190780252297,20.2772153870114,14.8886466282511,17.5829310076312,12.1476405544308,7.58448839744588,10.7148419249338,57.7480143279863,0,1.09017287026943,0,0,26.2887400716399,25.914966516119,86.200963523744,11.3214039917412,0,0,0,2.4776324845148,0
"18","14000US18097320105","Census Tract 3201.05, Marion, IN",4.59081836327345,0,2.89421157684631,1.69660678642715,8.72809863724854,19.1758598312784,19.0785204412719,5.87280986372485,27.319922128488,18.8513951979234,15.5355249204666,17.7094379639449,16.7020148462354,17.2322375397667,14.475079533404,8.48356309650053,5.2492046659597,4.61293743372216,74.3777452415813,55.0268423621279,19.3509028794534,22.397476340694,20.7300585849482,0,0,6.65212649945474,4.68920392584515,57.0338058887677,30.6434023991276,0.981461286804798,0,87.3995333160487,3.21493388644024,4.95203526056521,1.711174487944,2.72232304900181,30.4696789536266,98.692033293698,5.58858501783591,1.15933412604043,7.81807372175981,12.3662306777646,47.3401659346022,14.5610278372591,40.4710920770878,8.99357601713062,0,0,25.0535331905782,3.85438972162741,7.06638115631692,23.7216904039225,11.30049031053,21.6437076815316,5.6969413962176,18.188185851039,19.4489843567593,62.1760448283913,16.483773056269,0,6.18725192621994,0,0.723791734765351,7.0277842633668,16.6304085085811,95.0023137436372,2.8690421101342,0,0,0.694123091161499,1.4345210550671,0
"19","14000US18097320106","Census Tract 3201.06, Marion, IN",0,0,0,0,3.49794238683128,14.4718792866941,15.9807956104252,6.31001371742112,30.9327846364883,29.2866941015089,10.7587768969422,7.13476783691959,18.4597961494904,13.1370328425821,7.58776896942242,8.38052095130238,7.81426953567384,26.727066817667,77.1317829457364,59.4476744186046,17.6841085271318,48.2224247948952,22.151321786691,0,0,0,2.54668930390492,21.7317487266553,50.0848896434635,25.1273344651952,0.509337860780985,94.9803149606299,3.1988188976378,1.23031496062992,0.442913385826772,0.147637795275591,32.0584926884139,102.474690663667,0.956130483689539,2.36220472440945,8.60517435320585,8.09898762654668,63.468992248062,18.5185185185185,45.679012345679,0,0,0,35.8024691358025,0,0,20.6400742115028,17.6252319109462,8.71985157699443,5.61224489795918,23.5157699443414,23.886827458256,72.8664192949907,14.1465677179963,0,4.9165120593692,0,0,6.30797773654917,9.64147286821705,82.4634655532359,8.1419624217119,0.626304801670146,0,0,0.313152400835073,8.45511482254697
"20","14000US18097320107","Census Tract 3201.07, Marion, IN",5.99520383693046,0,4.55635491606715,1.43884892086331,7.5875486381323,11.348897535668,18.9364461738003,5.25291828793774,38.8456549935149,20.8819714656291,3.61145703611457,6.72478206724782,8.46824408468244,16.5628891656289,16.8119551681196,25.0311332503113,8.09464508094645,14.6948941469489,79.6111403047819,65.5281135049921,14.0830267997898,62.2273249138921,21.3547646383467,0,0,0,0.604229607250755,66.012084592145,27.3413897280967,2.41691842900302,3.62537764350453,96.6197183098592,0.901408450704225,2.47887323943662,0,0,30.5012224938875,112.836185819071,0.305623471882641,2.99511002444988,2.93398533007335,10.1466992665037,75.0394114555964,67.948717948718,25.6410256410256,0,0,0,0,0,6.41025641025641,17.3890339425587,11.2793733681462,15.1436031331593,12.4804177545692,23.9686684073107,19.7389033942559,87.3107049608355,9.19060052219321,0,0.731070496083551,0,0,1.8798955613577,6.52741514360313,80.517082179132,8.95660203139428,0,0,0.369344413665743,1.01569713758079,9.14127423822715
"21","14000US18097320108","Census Tract 3201.08, Marion, IN",11.0261312938177,0,10.9623964308477,0.0637348629700446,10.1261926746691,19.3598030163127,23.3302554632195,7.87934749153586,28.3779624499846,8.03324099722992,31.843337590464,22.3073648361005,14.5593869731801,10.5151128139634,12.2179650915283,3.06513409961686,4.51255853554704,0.97914005959983,64.6635071090047,28.5497630331754,36.1137440758294,14.64829586657,10.5873821609862,0,0,7.96812749003984,0,84.0637450199203,7.96812749003984,0,0,85.72910184609,9.58307405102676,3.73366521468575,0.414851690520639,0.539307197676831,58.1100828056503,51.8753044325378,1.80224062347784,5.38236726741354,4.72479298587433,11.2274719922065,16.5497630331754,0,10.5348460291734,29.8217179902755,0,2.59319286871961,57.0502431118314,0,0,27.3740940345661,28.1360341943877,11.2990150529641,15.3688905407917,10.0353094220405,7.78665675524995,35.7740196989407,46.273926779409,0,1.65396766400297,0,0.260174688719569,13.8264263148114,22.8701249526694,83.2287308228731,10.7740585774059,1.46443514644351,1.18549511854951,0,2.12691771269177,1.22036262203626
"22","14000US18097320109","Census Tract 3201.09, Marion, IN",2.44821092278719,0,2.44821092278719,0,2.92397660818713,7.60233918128655,15.0584795321637,11.4522417153996,36.3060428849903,24.8050682261209,17.9916317991632,10.9623430962343,15.1464435146443,12.8033472803347,12.1338912133891,14.8953974895397,6.27615062761506,9.7907949790795,78.460928203094,60.2538675128917,18.2070606902023,55.3398058252427,22.3300970873786,0,0,1.66147455867082,12.7725856697819,58.4631360332295,22.2222222222222,4.15368639667705,0.726895119418484,85.5837141670129,2.99127544661404,4.27918570835064,7.14582467802243,0,27.3066169617894,108.760484622554,2.00372786579683,1.071761416589,8.20130475302889,10.1118359739049,84.4506148353828,30.3225806451613,66.7741935483871,0,0,0,0,2.90322580645161,0,16.8503937007874,9.13385826771654,11.6929133858268,9.25196850393701,19.9212598425197,33.1496062992126,77.8740157480315,9.60629921259843,0,8.1496062992126,0,0,2.8740157480315,12.6677190213102,85.3715170278638,4.25696594427245,3.25077399380805,0,0,0.386996904024768,6.73374613003096
"23","14000US18097320202","Census Tract 3202.02, Marion, IN",4.5771144278607,0,2.08955223880597,2.48756218905473,2.01033888569787,12.1194715680643,9.70706490522688,5.71510626076967,41.4991384261918,29.2073520964963,13.9546112988894,4.24915499758571,5.79430226943506,15.4514727184935,13.713182037663,20.3766296475133,13.4234669241912,13.0371801062289,72.5379216662893,65.5648630292053,6.97305863708399,45.1224574512246,16.230801162308,0.91324200913242,0,2.11102423768569,0.938232994526974,50.8209538702111,41.1258795934324,4.45660672400313,0.547302580140735,93.184434722542,1.95717246143219,4.85839281602579,0,0,32.1664129883308,104.769152714358,0,0.507356671740233,6.34195839675292,9.10705225773719,72.1304052524338,38.423645320197,34.9753694581281,0,0,0,17.2413793103448,0,9.35960591133005,15.7042869641295,17.5196850393701,12.7734033245844,12.3359580052493,19.1601049868766,22.50656167979,91.5135608048994,1.31233595800525,0.503062117235346,2.71216097987752,0,0.153105861767279,2.47156605424322,8.57402774619058,89.9867080194949,4.43066016836509,0,0.310146211785556,0.221533008418254,0,5.0509525919362
"24","14000US18097320203","Census Tract 3202.03, Marion, IN",3.83597883597884,0,3.83597883597884,0,7.07395498392283,15.9967845659164,20.2572347266881,4.2604501607717,35.9324758842444,19.0112540192926,18.2912154031288,23.1046931407942,16.9073405535499,14.0794223826715,9.38628158844765,12.6955475330927,4.15162454873646,1.38387484957882,55.7749259624877,44.4225074037512,11.3524185587364,15.4842342342342,3.20945945945946,0,0,3.35570469798658,0,80.8724832214765,10.738255033557,5.03355704697987,0,83.9255499153976,2.165820642978,5.44839255499154,5.48223350253807,2.97800338409475,41.5457184325109,83.1640058055152,2.03193033381713,3.99129172714078,6.24092888243832,10.6313497822932,26.258637709773,20.6,56.4,13,0,0,4.4,1.6,4,11.7472852912142,20.9937479434024,14.5442579795986,9.70714050674564,20.8292201382034,22.1783481408358,71.602500822639,13.8203356367226,0,8.29220138203356,0,0.855544587035209,3.42217834814084,10.5955906548207,81.8232662192394,11.1297539149888,0.503355704697987,0.950782997762863,2.9082774049217,0.782997762863535,1.90156599552573
